wikiproject**editor_text**user_id**project_edits**wp_edits**last_edit**regstr_time
Military history**Anaruna**10510515**329**1467**2017-07-18 17:47:45**2009-09-08 16:07:51
Military history**Milexpert101**17599737**315**789**2017-07-22 07:52:39**2012-09-28 19:15:11
Military history**Display name 99**15103255**209**11677**2017-07-23 02:45:18**2011-08-08 21:03:30
Military history**AlphaXIV**27836795**374**378**2017-07-19 03:13:30**2016-03-15 01:59:28
Military history**Zwerubae**22886046**235**797**2017-07-20 16:25:00**2014-10-18 08:46:41
Military history**M Van Houten**2222249**263**3429**2017-07-22 20:10:28**2006-09-13 01:40:19
Military history**Xristar**1038409**232**730**2017-07-20 20:44:56**2006-03-06 16:17:49
Military history**LtSpecter**27691277**209**567**2017-07-22 19:42:25**2016-02-27 20:12:18
Military history**JF42**3817933**199**962**2017-07-19 23:39:31**2007-03-12 21:03:54
Military history**KreyszigB**17197213**273**2005**2017-07-15 13:39:05**2012-07-21 11:43:33
Military history**AktiNo**13604857**216**2134**2017-07-21 21:46:46**2010-12-11 23:13:30
Military history**Jerryntcjc**19087329**207**537**2017-07-20 16:15:42**2013-05-27 19:16:13
Military history**Pippi553**13961855**212**621**2017-07-21 04:55:25**2011-02-08 22:46:07
Military history**Usedtoknowthat**21469708**199**1327**2017-07-20 19:46:19**2014-05-23 19:35:34
Military history**Maxx786**17992973**303**3541**2017-07-21 09:17:25**2012-11-30 10:29:17
Military history**Object404**7931934**310**3241**2017-07-22 21:00:10**2008-09-24 19:31:18
Military history**Barnabywoods**16048570**351**1677**2017-07-15 22:59:19**2012-01-08 03:35:21
Military history**Books Nash**24937514**244**1045**2017-07-18 11:15:21**2015-04-25 10:58:08
Military history**Thetruth16**29156406**204**1181**2017-07-19 18:45:15**2016-09-12 08:51:02
Military history**The howling cow**28162084**213**1658**2017-07-20 01:44:02**2016-04-23 15:12:00
Africa**Mannerheimo**2160039**190**27218**2017-07-23 06:34:59**2006-09-05 10:23:35
Africa**Omvrasan**27898359**161**1761**2017-07-22 01:49:15**2016-03-22 13:40:30
Africa**البرشت ش.**29717834**142**381**2017-07-18 02:58:04**2016-11-22 03:43:10
Africa**M.Bitton**24134703**104**628**2017-07-22 23:36:20**2015-02-16 00:20:51
Africa**Skilla1st**13406485**206**4554**2017-07-22 17:39:41**2010-11-09 12:14:12
Africa**Gnangbade**9221188**148**896**2017-07-17 13:14:27**2009-03-15 13:32:31
Africa**Gabirro**12314624**125**306**2017-07-17 18:33:13**2010-05-08 00:55:33
Africa**Glennconti**12564712**150**1596**2017-07-14 08:28:55**2010-06-14 15:13:14
Africa**M2545**9455233**98**42645**2017-07-22 10:57:40**2009-04-14 17:01:26
Africa**Mungomba**1457609**188**480**2017-07-19 00:22:47**2006-05-17 22:53:37
Africa**Tylototriton**22935191**161**1646**2017-07-20 16:02:17**2014-10-22 19:54:26
Africa**Georgia Bird**2537387**185**5217**2017-07-20 18:16:02**2006-10-21 02:28:52
Africa**Helmoony**11064533**122**4212**2017-07-19 17:50:39**2009-11-20 21:41:16
Africa**Mccapra**12109628**194**9045**2017-07-22 18:36:42**2010-04-09 08:05:07
Africa**Midnightblueowl**886011**296**71083**2017-07-21 12:23:34**2006-02-05 09:32:24
Africa**CSM.80**19139271**261**864**2017-07-21 16:31:07**2013-06-05 19:49:52
Africa**Tekpulino**11618901**108**349**2017-07-15 09:19:48**2010-02-05 12:23:55
Africa**Simbi Steele**29703013**228**381**2017-07-16 03:27:40**2016-11-20 05:47:36
Africa**Ronns**3587131**407**742**2017-07-14 09:00:57**2007-02-17 11:07:36
Africa**ViceAdmiral**25883048**155**841**2017-07-15 11:30:45**2015-07-29 11:10:40
Medicine**Cruithne9**25089091**107**1181**2017-07-22 08:03:51**2015-05-06 08:49:21
Medicine**Was a bee**1259346**314**6926**2017-07-16 09:42:33**2006-04-15 13:35:59
Medicine**Chhandama**4310523**140**8305**2017-07-19 02:14:59**2007-05-04 12:02:57
Medicine**Mark v1.0**3212962**116**3537**2017-07-21 11:58:26**2007-01-10 04:26:02
Medicine**Neurorel**13415791**79**606**2017-07-16 18:38:21**2010-11-10 19:59:33
Medicine**Stevenj**7918**116**14705**2017-07-13 19:03:44**2003-02-01 21:37:57
Medicine**Virion123**20524700**83**2750**2017-07-22 15:05:39**2014-01-09 09:24:02
Medicine**Solarys-fr**18275502**197**3754**2017-03-27 12:35:12**2013-01-17 15:14:26
Medicine**Hiperfelix**13610373**97**749**2017-07-22 03:28:01**2010-12-12 23:50:36
Medicine**Conejo23**5562333**159**283**2017-07-16 17:08:53**2007-10-13 04:38:46
Medicine**Katomin**1429457**79**742**2017-07-20 17:12:30**2006-05-13 06:53:03
Medicine**Tetsuo**310142**121**2705**2017-07-20 04:18:27**2005-06-25 22:03:03
Medicine**DaveSeidel**69532**78**546**2017-07-20 10:09:29**2004-05-19 14:38:38
Medicine**Lova Falk**3665380**124**24889**2017-07-15 17:45:15**2007-02-25 08:36:23
Medicine**Rutigor**700748**77**294**2017-07-20 18:47:23**2005-12-18 16:17:07
Medicine**Sbmehta**765172**73**1067**2017-07-13 13:39:49**2006-01-08 11:40:27
Medicine**Skoogs**19983123**77**131**2017-07-13 10:14:04**2013-10-22 13:38:38
Medicine**Sfmammamia**3859960**124**6160**2017-07-17 23:06:46**2007-03-17 02:28:12
Medicine**Renice**97663**69**1747**2017-07-17 00:03:34**2004-08-27 10:45:47
Medicine**Ronns**3587131**301**742**2017-07-14 09:00:57**2007-02-17 11:07:36
Football**Powerhd**28098459**406**1069**2017-07-18 19:51:23**2016-04-15 19:28:53
Football**T1v37r**274320**438**5798**2017-07-14 07:32:22**2005-05-21 18:53:00
Football**Saintandy7**14064649**388**25250**2017-07-13 20:37:16**2011-02-23 23:54:11
Football**Naddy555**17753739**411**1924**2017-07-20 13:47:14**2012-10-24 01:53:50
Football**BrckoGOS**10723795**409**1672**2017-07-19 17:20:06**2009-10-07 14:18:32
Football**Abcstats**22742120**594**297**2017-07-20 00:07:20**2014-10-04 11:58:47
Football**MatthiasTheSoccerFan**18855486**430**512**2017-07-21 09:41:15**2013-04-17 09:56:19
Football**Erminameraz**11145903**442**4465**2017-07-19 19:57:00**2009-12-02 17:05:18
Football**Timmy96**13352169**383**1215**2017-07-18 18:51:47**2010-10-31 16:44:39
Football**Dirkinho**14677337**457**837**2017-07-17 15:30:54**2011-05-30 16:25:01
Football**Hollocaine**6694593**391**1326**2017-07-21 19:21:02**2008-03-18 18:38:21
Football**DaveG12345**922849**451**2795**2017-07-22 10:57:09**2006-02-12 14:21:32
Football**Stephen70**22374490**378**499**2017-07-18 14:41:19**2014-08-30 09:30:26
Football**Darkcloud2222**11321666**419**2308**2017-07-20 10:26:48**2009-12-29 15:06:38
Football**FifaManager2015**25646345**405**545**2017-07-21 13:28:05**2015-06-30 15:06:14
Football**Crusty Crouton**10561268**385**584**2017-07-19 17:59:36**2009-09-15 12:30:00
Football**Morhveem**5439225**367**2268**2017-07-22 21:54:34**2007-09-28 03:56:49
Football**Wolfgang**24907207**422**799**2017-07-19 20:00:58**2015-04-23 11:09:15
Football**Riku p**1183296**412**1861**2017-07-22 14:58:08**2006-04-01 09:21:06
Football**Faishalll**14212965**483**680**2017-07-14 05:56:31**2011-03-18 12:13:32
Video games**Zacharyalejandro**22474245**276**8464**2017-07-23 03:29:52**2014-09-08 19:57:25
Video games**LTPofficial**26320902**292**2255**2017-07-15 05:38:33**2015-09-21 21:34:59
Video games**Deltasim**8918601**278**10784**2017-07-22 05:37:26**2009-02-06 21:01:14
Video games**Doommaster1994**5805495**267**524**2017-07-17 04:45:43**2007-11-13 13:46:38
Video games**Shaddim**13565773**333**10677**2017-07-22 08:26:23**2010-12-05 18:03:07
Video games**SnorlaxMonster**8024198**311**1720**2017-07-21 12:23:32**2008-10-07 12:45:01
Video games**Wikibenboy94**26338846**269**592**2017-07-22 16:49:18**2015-09-23 20:38:43
Video games**ForbiddenRocky**23686185**272**1949**2017-07-21 16:25:31**2015-01-05 03:24:09
Video games**Beem2**3219020**310**4342**2017-07-18 02:55:07**2007-01-10 21:50:55
Video games**Superjustinbros.**3617035**333**2783**2017-07-20 04:16:10**2007-02-20 15:04:05
Video games**TdanTce**834632**312**2238**2017-07-22 17:11:13**2006-01-24 23:07:05
Video games**Bertaut**2001676**308**20659**2017-07-21 16:26:31**2006-08-14 14:47:38
Video games**Brayden96**14295436**401**931**2017-07-15 23:59:27**2011-03-31 04:29:04
Video games**Phediuk**923266**497**1881**2017-07-20 16:05:11**2006-02-12 16:00:33
Video games**Weikrx**19465877**267**1255**2017-07-20 14:05:46**2013-08-04 05:30:27
Video games**The boss 1904**9636319**323**960**2017-07-21 01:47:59**2009-05-08 13:01:13
Video games**Angeldeb82**1021097**361**25312**2017-07-22 23:29:15**2006-03-03 02:29:58
Video games**Dgpop**96647**347**10913**2017-07-22 22:49:38**2006-11-10 17:32:33
Video games**Kittygirl7878**13556358**401**512**2017-07-19 21:36:28**2010-12-04 00:32:53
Video games**Jasca Ducato**637135**280**2390**2017-07-13 12:17:07**2005-12-05 10:29:51
Film**Baba i deda**21075374**456**510**2017-07-22 11:46:22**2014-03-28 16:34:44
Film**VICTORYIN08**19106347**489**855**2017-07-22 03:19:06**2013-05-30 22:18:41
Film**Jerrylewis528**1598590**316**3817**2017-07-23 01:17:23**2006-06-11 18:18:06
Film**Gouravbhosale**21933006**266**718**2017-07-15 16:45:35**2014-07-27 09:12:42
Film**Draco9904**14947500**290**478**2017-07-23 04:30:52**2011-07-15 04:34:41
Film**Dequinix**189092**306**595**2017-07-14 07:50:04**2005-08-22 06:23:19
Film**Changedforbetter**14933977**290**10062**2017-07-23 01:04:03**2011-07-12 21:26:48
Film**GreatBeast455**20720245**289**512**2017-07-17 01:04:40**2014-02-05 18:51:34
Film**FrankRizzo2006**4364763**400**15058**2017-07-21 04:37:57**2007-05-10 17:15:31
Film**OscarFercho**7748759**428**6092**2017-07-23 01:28:36**2008-08-30 16:26:56
Film**Gergő90**13463597**252**1013**2017-07-22 18:13:50**2010-11-18 14:09:21
Film**Lyverbe**1370565**304**3221**2017-07-16 22:08:59**2006-05-03 19:32:21
Film**Umairkhaled19**19860427**254**579**2017-07-19 13:54:42**2013-10-04 17:18:42
Film**Dbocz1234**28629736**279**821**2017-07-15 02:57:23**2016-06-23 12:57:54
Film**Scorpions13256**12360419**368**5344**2017-07-13 23:14:05**2010-05-13 23:32:14
Film**Nicky Haugh**21568209**259**641**2017-07-22 21:10:40**2014-06-06 18:29:53
Film**Dr. Vadam**22949802**281**881**2017-07-22 17:33:06**2014-10-24 05:49:43
Film**Theironminer**21620813**259**964**2017-07-23 01:50:32**2014-06-15 00:13:12
Film**Peach114**21395221**355**521**2017-07-22 14:45:07**2014-05-13 19:52:26
Film**Birdienest81**6381306**381**14415**2017-07-19 20:05:19**2008-02-07 00:14:08
England**RichardHC**21205699**226**1541**2017-07-22 19:57:16**2014-04-16 21:46:11
England**Janik17B**26259888**359**458**2017-07-18 17:11:09**2015-09-14 22:05:41
England**Skeene88**28432875**176**1662**2017-07-22 16:50:45**2016-05-27 18:23:30
England**Stew jones**2423242**169**12745**2017-07-13 09:13:40**2006-10-07 18:33:51
England**MSR-Worcester**10502474**179**493**2017-07-20 14:51:47**2009-09-07 16:00:59
England**Asterixtintin**10906501**176**555**2017-07-22 22:47:03**2009-10-31 13:02:51
England**Keallu**2293938**235**3030**2017-07-22 06:20:52**2006-09-21 17:45:33
England**TheRedViking**27398405**272**428**2017-07-15 18:18:50**2016-01-24 12:06:57
England**Middle More Rider**17942741**298**547**2016-05-30 16:46:04**2012-11-22 20:21:10
England**White knight and dog**12633972**182**488**2017-07-17 14:55:30**2010-06-26 15:47:05
England**Mr tim111**10489571**315**3387**2017-07-18 12:02:08**2009-09-05 18:59:38
England**DJCOTTS**23457282**213**895**2017-07-20 22:10:41**2014-12-11 13:32:46
England**DaveG12345**922849**296**2795**2017-07-22 10:57:09**2006-02-12 14:21:32
England**Stephen70**22374490**272**499**2017-07-18 14:41:19**2014-08-30 09:30:26
England**Martinklavier**17892896**240**6937**2017-07-19 11:13:34**2012-11-15 05:50:47
England**Crusty Crouton**10561268**245**584**2017-07-19 17:59:36**2009-09-15 12:30:00
England**Madshurtie**6733271**191**748**2017-07-19 21:46:23**2008-03-24 11:55:06
England**Doneplay ysk**24148535**230**304**2017-07-16 04:14:53**2015-02-17 06:56:33
England**Spudgfsh**11210725**176**4270**2017-07-18 19:38:52**2009-12-11 12:50:16
England**Apmccarthy01**18048310**188**455**2017-07-17 20:04:07**2012-12-08 16:58:35
College football**Mattatencio93**19993502**264**762**2017-07-21 04:53:59**2013-10-23 20:54:11
College football**AL2896**19292718**225**1211**2017-07-15 07:25:31**2013-07-05 07:29:30
College football**Chantilly2013**15848762**253**651**2017-07-22 03:19:13**2011-12-03 21:15:39
College football**Tecmo**16367040**270**5418**2017-07-17 01:30:05**2012-02-25 18:44:08
College football**Wilkyisdashiznit**1317417**452**963**2017-07-20 20:35:19**2006-04-25 08:17:10
College football**Information Provided**18191769**422**695**2017-07-19 00:32:27**2013-01-03 21:03:36
College football**SGSIII37**28814514**252**3565**2017-07-15 16:04:43**2016-07-22 16:48:01
College football**1949mercury**18799683**291**637**2017-07-20 16:00:42**2013-04-08 03:35:36
College football**Merson**23814934**280**638**2017-07-21 07:06:19**2015-01-17 17:21:11
College football**Cmett003**20949821**228**670**2017-07-18 15:50:03**2014-03-10 20:04:34
College football**V089m9sz**7508907**317**692**2017-07-19 14:16:55**2008-07-21 01:51:19
College football**OneBucPerson**14981570**241**702**2017-07-18 08:56:05**2011-07-20 21:47:15
College football**Red Director**1261736**488**83648**2017-07-23 02:37:18**2006-04-16 00:07:38
College football**LesPhilky**15872114**401**1038**2017-07-14 17:33:52**2011-12-07 12:43:12
College football**GarnetAndBlack**10405311**233**3829**2017-07-14 06:26:27**2009-08-25 14:19:48
College football**NeptuneSpeared**15427065**297**1852**2017-07-23 01:50:45**2011-09-29 01:33:48
College football**Andymccullough27**3495652**221**867**2017-07-20 18:33:57**2007-02-08 15:23:31
College football**Ptkday**8059446**276**3171**2017-07-22 03:29:05**2008-10-12 03:42:29
College football**Macae**3488469**217**782**2017-07-13 19:16:36**2007-02-07 22:10:39
College football**Ccbbws1999**17486504**332**19456**2017-07-16 13:57:50**2012-09-10 23:14:11
National Register of Historic Places**Archarin**1839510**409**2160**2017-07-19 13:29:33**2006-07-22 00:45:48
